EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
274362629,CALIENTE CHOIR INC,,PO BOX 613,BLANCO,NM,87412-0613,0000,03,3,1000,201103,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A6B,
274480786,LOS LUCEROS MILAGRO INITIATIVE,% STEVEN ROBINSON,2500 SAWMILL RD APT 225,SANTA FE,NM,87505-5686,0000,03,3,1200,201207,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A31,
274610591,SPANISH DANZART SOCIETY,% STEPHANIE RAMIREZ,1002 CAMINO DEL GUSTO,SANTA FE,NM,87507-5167,0000,03,3,2000,201302,1,15,000000000,1,01,202412,4,5,01,0,12,201249.0,547689.0,547689.0,A40,
275396643,NEW MEXICO DULCIMER ASSOCIATION,% DEBRA FORTESS,PO BOX 11722,ALBUQUERQUE,NM,87192-0722,0000,03,3,2000,201202,1,16,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A20,
300001693,NEW MEXICO BRANCH ROYAL SCOTTISH COUNTRY DANCE SOCIETY INC,% JOHN ULLMANN,2213 LOMA LINDA DR,LOS ALAMOS,NM,87544-2772,0000,03,3,1200,200204,1,16,000000000,1,01,202503,0,0,02,0,03,0.0,0.0,0.0,A62,
300046578,LIVING TREASURES OF LOS ALAMOS INC,% KYLE WHEELER,PO BOX 1065,LOS ALAMOS,NM,87544-1065,0000,03,3,2000,200512,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A80,
300275618,SILVER BULLET PRODUCTIONS,% SAMUEL M KANE,38 CALLE VENTOSO W,SANTA FE,NM,87506-7732,0000,03,3,2100,200503,1,15,000000000,1,01,202412,4,4,01,0,12,316788.0,140244.0,133331.0,A32,
300356462,TAOS FALL ARTS FESTIVAL INC,% PAUL FIGUEROA,PO BOX 675,TAOS,NM,87571-0675,0000,03,3,1200,201502,1,15,000000000,1,01,202412,3,3,01,0,12,39397.0,55024.0,55024.0,A40,
300385228,NORTHERN NEW MEXICO QUILT GUILD,% JUDY JOHNSON,3 ESCOPETA PL,SANTA FE,NM,87506-7743,0000,03,3,2000,200709,1,16,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A99,
300509559,ALBUQUERQUE SOCIETY OF HO MODULE ENGINEERS,% MICHAEL G ERICK TREASURER,6708 CHRISTY AVE NE,ALBUQUERQUE,NM,87109-4000,0000,03,3,1200,200904,1,15,000000000,1,01,202412,1,1,02,0,12,4186.0,6337.0,6337.0,A50,
311566849,GUILDS OF THE SANTA FE OPERA INC,% SUSAN BENEDETTI & BARBARA CREWS,314 S GUADALUPE ST # 111,SANTA FE,NM,87501-2614,8229,03,9,2000,199706,1,16,000000000,1,01,202109,0,0,02,0,09,0.0,0.0,0.0,A6AZ,TAOS OPERA GUILD
311566854,GUILDS OF THE SANTA FE OPERA INC,% MARTHA BAKER,314 S GUADALUPE ST # 111,SANTA FE,NM,87501-2614,8229,03,9,2000,199706,1,16,000000000,1,01,202109,0,0,02,0,09,0.0,0.0,0.0,A110,SANTA FE OPERA GUILD
311566863,GUILDS OF THE SANTA FE OPERA INC,% SANDRA DONALDSON,PO BOX 14316,ALBUQUERQUE,NM,87191-4316,8229,03,9,2000,199706,1,16,000000000,1,01,202109,0,0,02,0,09,0.0,0.0,0.0,A6AZ,ALBUQUERQUE OPERA GUILD
311566868,GUILDS OF THE SANTA FE OPERA INC,% DOMINIC ROYBAL,PO BOX 14316,ALBUQUERQUE,NM,87191-4316,8229,03,9,2000,199706,1,16,000000000,1,01,202109,0,0,02,0,09,0.0,0.0,0.0,A6AZ,ESPANOLA OPERA GUILD
311593465,NEW MEXICO TERRITORIAL BRASS BAND,% RALPH B HARRIS,304 CALLE AMARILLO SW,ALBUQUERQUE,NM,87121-9300,0000,03,3,1000,201601,1,15,994088000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A68,
311632062,TIBETAN ASSOCIATION OF SANTA FE INC,% BETH R DAVENPORT,915 HICKOX ST,SANTA FE,NM,87505-1031,0000,03,3,1000,199904,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A60,
311645384,ACBL UNIT 380,% WILLIAM STEIN,1214 E MADRID AVE,LAS CRUCES,NM,88001-1931,0000,04,3,1000,199907,2,00,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A11,
311727612,THE CLOUDCROFT ART SOCIETY,% JOHN TIEMAN,PO BOX 1173,CLOUDCROFT,NM,88317-1173,0000,03,3,1000,200702,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A400,
311745441,RAILS INC,% GERALD W MADISON,1115 JEFFERSON ST SE,ALBUQUERQUE,NM,87108-4450,0000,03,3,1200,201308,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A80,
320016049,BALI ART PROJECT,% GAYLON DUKE,46 OLD AGUA FRIA RD W,SANTA FE,NM,87508-5948,0000,03,3,2000,200211,1,16,000000000,1,01,202312,0,0,02,0,12,0.0,0.0,0.0,A20,
320374260,NEW MEXICO ADVOCATES FOR THE ARTS INC,,PO BOX 938,LAS CRUCES,NM,88004-0938,0000,03,3,1000,201402,1,16,000000000,1,01,202506,3,3,01,0,06,31754.0,71861.0,71861.0,A20,
320374786,VALENCIA COUNTY HISTORICAL SOCIETY,% ROBERTA SCOTT,PO BOX 245,LOS LUNAS,NM,87031-0209,0000,03,3,1000,201307,1,15,000000000,1,01,202312,0,0,02,0,12,0.0,0.0,0.0,A80,
320524750,POTTERS GUILD OF LAS CRUCES,,PO BOX 3656,LAS CRUCES,NM,88003-3656,0000,03,3,1200,201705,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A90,
320589396,CROW NATION LANGUAGE CLUB,% JANICE L HUDETZ,5519 COMPADRE CT NE,ALBUQUERQUE,NM,87111-1543,0000,03,3,1200,202201,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A23,
330999247,ROSWELL ARTIST IN RESIDENTS FOUNDATION,% PAT KRAKAUSKAS,409 E COLLEGE BLVD,ROSWELL,NM,88201-7524,0000,03,3,1000,200307,1,03,000000000,1,01,202412,8,6,00,1,12,12914903.0,3209319.0,,A90,
331300490,FOUNDATION OF YOUTH ARTS,% JULIE WORMALD,800 E PINE ST,DEMING,NM,88030-7094,0000,03,3,2000,202410,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A25,
331626775,DORIS E JONES CREATIVE CENTERS INC,% GIONNE N RALPH,300 MENAUL BLVD NW STE 109,ALBUQUERQUE,NM,87107-1348,0000,03,3,1200,202510,1,15,000000000,1,01,,0,0,02,0,12,,,,A20,
332375034,THE BULLFIGHTERS BARRELMEN AND RODEO CLOWNS MUSEUM,% MARY JO FRANKS,PO BOX 335,DORA,NM,88115-0335,0000,03,3,2000,202507,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A50,
332401957,INDIGENIA FOUNDATION INC,% LEGAL DEPARTMENT,126 MATEO CIR N,SANTA FE,NM,87505-4030,0000,03,3,1000,202503,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A23,INDIGENIA
332420493,CHAPS ENTERTAINMENT,,304 ARGELIA DR,CHAPARRAL,NM,88081-7565,0000,03,3,1000,202412,1,15,000000000,1,01,,0,0,02,0,12,,,,A99,
332509258,RIVERGHOST INC,,23 VISTA DEL CERRO,SANTA FE,NM,87508-9301,0000,03,3,2000,202501,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A30,
332521313,ROOTS AND WINGS COMMUNITY MUSIC SCHOOL INC,,3501 CAMPUS BLVD NE,ALBUQUERQUE,NM,87106-1311,0000,03,3,1000,202507,1,16,000000000,1,01,202507,0,0,02,0,07,0.0,0.0,0.0,A68,
332539000,WEST AFRICAN CALLIGRAPHY INSTITUTE,% NICHOLAS PELAFAS,PO BOX 253,PECOS,NM,87552-0253,0000,03,3,1200,202501,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A25,
332596979,NEW MEXICO STATE POLICE MUSEUM,,173 SANDZEN DR,CLOVIS,NM,88101-2315,0000,03,3,2000,202504,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A50,
332612546,NM LAP ROBES FOR VETERANS,% JOHN T BAERMAN,1852 SMARTY JONES ST SE,ALBUQUERQUE,NM,87123-2397,0000,03,3,1000,202506,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A70,JOHN T BAERMAN SOLE MBR
332652574,MARY M COUPENS READING ENDOWMENT,% ANNETTE DAVIS,29 CALLE ARROYO,PLACITAS,NM,87043-0000,0000,03,3,1230,202507,1,04,000000000,1,01,202512,1,1,00,1,12,1.0,5100.0,,A23,
332730625,MIGLIO FOUNDATION INC,,338 JUAN MEDINA RD,CHIMAYO,NM,87522-4014,0000,03,3,2000,202501,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,
332761205,ARTISTS OF PICACHO HILLS,% DONNA POPKY,7087 CALLE ESTANCIAS,LAS CRUCES,NM,88007-8818,0000,03,3,1200,202502,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,
332814604,RACE AMITY PROJECT OF NEW MEXICO,% CONNIE KNUDSON,6605 FLYNN AVE NW,ALBUQUERQUE,NM,87120-2086,0000,03,3,2000,202501,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A23,
332995271,PLEASED TO PRESENT INC,% CLARA WILLIAMS,437 MAPLE ST NE,ALBUQUERQUE,NM,87106-4559,0000,03,3,2000,202501,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,PLEASED TO PRESENT
333035371,SANCTUARY ARTS ALLIANCE INC,% ANNIE CLAY,749 DIANE AVE,LAS VEGAS,NM,87701-4909,0000,03,3,2000,202507,1,16,000000000,1,01,202501,0,0,02,0,01,0.0,0.0,0.0,A60,
333163372,NMSPF1000,% SUNBURN,PO BOX 26204,ALBUQUERQUE,NM,87125-6204,0000,03,3,1000,202602,1,15,000000000,1,01,,0,0,02,0,12,,,,A20,
333204550,REBEL MUSIC THEATRE,,2506 YALE AVE,ALAMOGORDO,NM,88310-4539,0000,03,3,1000,202508,1,15,000000000,1,01,,0,0,02,0,12,,,,A65,
333269508,TAOS 48 HOUR FILM CHALLENGE,% DANI LOUMENA,405 CAMINO DE LA PLACITA APT 1A,TAOS,NM,87571-7501,0000,03,3,2000,202505,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A31,
333287896,KINGS HOUSE THEATRE,% CARLETTA BRADLEY,5508 SABROSA DR NE,ALBUQUERQUE,NM,87111-1751,0000,03,3,1270,202502,1,04,000000000,1,01,,0,0,00,1,12,,,,A60,
333374756,CIELO AZUL ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION,% LISA ROBLES,3804 SHILOH RD NE,RIO RANCHO,NM,87144-2548,0000,03,3,1000,202508,1,16,000000000,1,01,202506,0,0,02,0,06,0.0,0.0,0.0,A12,CAE PTO
333382944,SANTA ROSA COMMUNITY ARTS,% LYDIA PHILLIPS,1041 PECOS AVE,SANTA ROSA,NM,88435-2707,0000,03,3,2000,202502,1,16,000000000,5,01,202512,0,0,02,0,12,0.0,0.0,0.0,A51,
333464911,NEW MEXICO ROUTE 66 ALLIANCE INC,,14305 CENTRAL AVE NW,ALBUQUERQUE,NM,87121-7704,0000,03,3,1000,202508,1,15,000000000,1,01,,0,0,02,0,09,,,,A82,
333699563,BELEN INTENSITY BAND,% BELEN INTENSITY BAND,1619 W DELGADO AVE,BELEN,NM,87002-2805,0000,03,3,2000,202507,1,15,000000000,5,01,,0,0,02,0,05,,,,A6C,
333821281,THE ETKIE FOUNDATION,,1029 MATADOR DR SE,ALBUQUERQUE,NM,87123-4222,0000,03,3,1000,202504,1,15,000000000,1,01,,0,0,02,0,12,,,,A23,
333837255,ALBUQUERQUE URBAN INDIGENOUS CENTER,% ROBERT,PO BOX 26244,ALBUQUERQUE,NM,87125-6244,0000,03,3,1000,202504,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A23,
333885705,WEIRD BIRD MUSIC SCHOOL,% ARIELLE VAKNI,PO BOX 1920,EL PRADO,NM,87529-1920,0000,03,3,1200,202506,1,16,000000000,1,01,,0,0,02,0,12,,,,A6E,
334103869,ASCEND ADVANCE INC,% FERDI SERIM,11 PALACIO RD,SANTA FE,NM,87508-2249,0000,03,3,1200,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,A99,
334142236,FRIENDS OF CHROMA,% PATRICK HIBBARD,6105 ZIMMERMAN AVE NE,ALBUQUERQUE,NM,87110-5924,0000,03,3,1200,202505,1,16,000000000,1,01,,0,0,02,0,12,,,,A20,
334355511,ESPANOLA LOWRIDER PHENOMENA,% ERIC F LUCERO,1003 CALLE RAMON ESPINOSA,ESPANOLA,NM,87532-8094,0000,03,3,1800,202506,1,15,000000000,1,01,,0,0,02,0,12,,,,A20,
334377810,BALLET FOLKLORICO FIESTA MEXICANA,% DAVID NICASIO,PO BOX 27277,ALBUQUERQUE,NM,87125-7277,0000,03,3,2000,202506,1,16,000000000,1,01,,0,0,02,0,12,,,,A20,
334536089,PROJECT OTRO,% NATHAN SMITH,2226 CALLE DE GUADALUPE,MESILLA,NM,88046-0000,0000,03,3,1000,202506,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,
334597211,REAL HISTORY BOOK CLUB INC,% BRANDON JOHNSON,559 PALO ALTO DR NE,RIO RANCHO,NM,87124-4744,0000,03,3,2000,202506,1,16,000000000,1,01,202510,0,0,02,0,10,0.0,0.0,0.0,A70,
334621650,FIND YOUR LIGHT PRODUCTIONS,% MICHELLE EILAND,1209 MOUNTAIN ROAD PL NE 6190,ALBUQUERQUE,NM,87110-7845,0000,03,3,1200,202508,1,15,000000000,1,01,,0,0,02,0,12,,,,A99,
334820373,NEW MEXICO JEWISH HISTORY MUSEUM INC,,5520 WYOMING BLVD NE,ALBUQUERQUE,NM,87109-3238,0000,03,3,1000,202511,1,15,000000000,1,01,,0,0,01,0,12,,,,A54,
334833874,SANTA FE MUSICAL THEATRE,% ADAM WAGNER,1694 CALLE DE ORIENTE NORTE,SANTA FE,NM,87507-5120,0000,03,3,2000,202506,1,15,000000000,1,01,,0,0,02,0,12,,,,A60,
334842038,ART WILL SAVE THE WORLD CORP,% WILLIAM GENTRY,5009 LARCHMONT DR NE,ALBUQUERQUE,NM,87111-2940,0000,03,3,2000,202508,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A25,
334936349,RATON ART SPACE,% JACOB BLACKWELL,1022 S 2ND ST,RATON,NM,87740-2304,0000,03,3,1200,202512,1,16,000000000,1,01,,0,0,02,0,11,,,,A20,RATON ART SPACE - A COMMUNITY STUDI
342002506,DOS GATOS PRESS,% DAVID MEISCHEN,6452 KOLA CT NW,ALBUQUERQUE,NM,87120-4285,0000,03,3,1000,200504,1,16,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A70,
342038566,FILIPINO AMERICAN FOUNDATION OF NEW MEXICO,% LIGAYA WHITE,PO BOX 94146,ALBUQUERQUE,NM,87199-4146,0000,03,3,1200,200607,1,15,000000000,1,01,202507,0,0,02,0,07,0.0,0.0,0.0,A23,
352179354,HILL-SKY FOUNDATION FOR THE CULTURAL ARTS,% DAVID HILLENDAHL,98 ENTRADA LA CIENEGA,SANTA FE,NM,87507-4370,0000,03,3,1000,200212,1,16,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A25,
352253800,G L A S FOUNDATION,% BRUCE BANNERMAN,4 CIBOLA CIR,SANTA FE,NM,87505-9005,0000,03,3,1200,200507,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A40,
352285824,INTERNATIONAL FOLK ART ALLIANCE INC,% J EDD STEPP JR,620 CERRILLOS RD,SANTA FE,NM,87505-3028,0000,03,2,1200,200711,1,16,000000000,1,01,202412,7,6,01,0,12,8145589.0,3378676.0,3009886.0,A24,IFAA
352351909,CIBOLA COUNTY HISTORICAL SOCIETY,% JACKIE HEATH,PO BOX 346,GRANTS,NM,87020-0346,0000,03,3,1000,201210,1,15,000000000,1,01,202506,0,0,02,0,06,0.0,0.0,0.0,A80,
352369905,CLEVELAND HIGH SCHOOL BASEBALL BOOSTERS,% GINA CARLIN,4800 LABAN RD NE,RIO RANCHO,NM,87144-1607,0000,03,3,1000,201003,1,15,000000000,1,01,202506,0,0,02,0,06,0.0,0.0,0.0,A80,CHS BASEBALL BOOSTERS
352422156,CHAMBERCHOPS INC,% KAY YOEST,918 PIEDRA VISTA RD NE,ALBUQUERQUE,NM,87123-1948,0000,03,3,2100,201209,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A68,
352827359,ARTS HUB,% VANESSA BOWEN,1214 AMADO ST NW,ALBUQUERQUE,NM,87104-2679,0000,03,3,1000,202402,1,15,000000000,1,01,202506,3,4,01,0,06,38392.0,312429.0,312429.0,A02,
364524902,BELEN ART LEAGUE,% H LORRAINE DOTY,509 BECKER AVE,BELEN,NM,87002-3631,0000,03,3,1200,200307,1,15,000000000,5,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,
364663305,PARALLEL STUDIOS INC,,167 SOARING HAWK TRL,SANTA FE,NM,87508-1414,0000,03,3,1000,201102,1,15,000000000,1,01,202412,4,4,01,0,12,109253.0,202799.0,202799.0,A20,
364824215,ZIA SINGERS,% LYNN TRACEY,PO BOX 9528,SANTA FE,NM,87504-9528,0000,03,3,2000,201609,1,16,000000000,1,01,202412,3,3,01,0,12,62783.0,76054.0,76054.0,A6B,
364830653,ROCKY MOUNTAIN UKULELE ORCHESTRA,% GARY JUGERT,6523 KAAS TRAIL CT NE,ALBUQUERQUE,NM,87111-7114,0000,03,3,2000,201603,1,16,000000000,1,01,202312,0,0,02,0,12,0.0,0.0,0.0,A60,
371444560,SANTA FE INSTITUTE FOR NATIVE HISPANIC CULTURES,% MARIE CAMPOS,1529 LA CIENEGUITA,SANTA FE,NM,87507-5658,0000,03,3,2000,200505,1,15,000000000,1,01,202312,0,0,02,0,12,0.0,0.0,0.0,A20,
382812525,THEATRE GROTTESCO NORTH AMERICA INC,% JOHN FLAX,1000 CORDOVA ROAD STE 8400,SANTA FE,NM,87505-1884,0000,03,3,2000,198807,1,16,090000000,1,01,202412,4,3,01,0,12,110854.0,64747.0,64747.0,A65Z,
383978537,KINGSTON SCHOOLHOUSE MUSEUM,% BARBARA LOVELL,28 MAIN STREET,KINGSTON,NM,88042-0000,0000,03,3,2000,201510,1,16,000000000,5,01,202408,0,0,02,0,08,0.0,0.0,0.0,A54,
384103603,FEDERATION OF MID-SOUTH KOREAN ASSOCIATIONS,% KYONG KO,101 GREEN PASTURE CT,ANTHONY,NM,88021-8481,0000,03,3,1000,201903,1,16,000000000,1,01,202512,3,4,01,0,12,54043.0,110397.0,110397.0,A23,
392160264,ARTISTS SHAPING TOMORROW,% ALEXANDRA FRESQUEZ,6300 RIVERSIDE PLAZA LN NW STE 118,ALBUQUERQUE,NM,87120-2617,0000,03,3,1200,202507,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A90,
392402116,TUMBLEWEED RANCH PRODUCTIONS INC,% GARY BROWN,176 PRINCIPE DE PAZ,SANTA FE,NM,87508-9211,0000,03,3,1200,202510,1,15,000000000,1,01,,0,0,01,0,12,,,,A65,
392433298,SANCTUARY ARTISTRY,% MARIA GRISSINO,4 SAN FRANCISCO ST UNIT 2168,RNCH DE TAOS,NM,87557-4087,0000,03,3,1200,202507,1,15,000000000,1,01,202504,0,0,02,0,04,0.0,0.0,0.0,A26,
392483592,RAYENARI,,211 WILLOW AVE,ANTHONY,NM,88021-8607,0000,03,3,2000,202508,1,15,000000000,2,01,,0,0,02,0,06,,,,A20,
392524512,ANDEAN TEXTILE ARTS II,% MARILYN MURPHY,PMB 428 7 AVENIDA VISTA GRANDE B-7,SANTA FE,NM,87508-9207,0000,03,3,1000,202601,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A23,
392561058,505 SUZUKI COLLECTIVE,% RAFAEL RODRIGUES VIDEIRA,715 ALVARADO DR NE,ALBUQUERQUE,NM,87108-1647,0000,03,3,1200,202509,1,16,000000000,1,01,202507,0,0,02,0,07,0.0,0.0,0.0,A6E,
393163889,PERFORMERS OF THE MESILLA VALLEY,,3705 PIEDRAS NEGRAS DR,LAS CRUCES,NM,88012-7673,0000,03,3,1200,202508,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A25,
393217672,WIMIN,% HAVENS LEVITT,6339 GOLDFIELD PL NE,ALBUQUERQUE,NM,87111-8210,0000,03,3,1200,202508,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,
393226797,DESERT SPORTS LIVE,,31 ROAD 3628 UNIT A,AZTEC,NM,87410-9423,0000,03,3,1200,202511,1,15,000000000,1,01,,0,0,02,0,07,,,,A30,
393455212,ASSIGNMENT UNIVERSE INC,% MICHAEL DAWSON,9016 JASPER DR NE,ALBUQUERQUE,NM,87113-2071,0000,03,3,1200,202508,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A99,
393778668,RAINDROP FOUNDATION-ALBUQUERQUE,,7901 MOUNTAIN RD NE STE A,ALBUQUERQUE,NM,87110-7842,0000,03,3,1000,202511,1,15,000000000,1,01,,0,0,01,0,12,,,,A23,
393922597,ALBUQUERQUE QUEER WEST COAST SWING INC,,9125 COPPER AVE NE APT 318,ALBUQUERQUE,NM,87123-1004,0000,03,3,1200,202509,1,16,000000000,1,01,202508,0,0,02,0,08,0.0,0.0,0.0,A62,ABQUEER WCS
393968426,CLUB HOLISTICO LAS DAMAS VIOLETA LL C,,7721 BASSWOOD DR NW,ALBUQUERQUE,NM,87120-4062,0000,03,3,1000,202511,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A27,
394629447,COMMUNITIES OF QUESTA MARIACHI,% RACHEL LEON,108 HWY NM 378,CERRO,NM,87519-0000,0000,03,3,1200,202511,1,16,000000000,1,01,,0,0,02,0,06,,,,A25,MARIACHI QUESTA
412043621,BILLY THE KID SCENIC BY WAY INC,% JACKIE POWELL,201 OAK GROVE PL,RUIDOSO,NM,88345-9457,0000,03,3,1200,200212,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A80,
412069873,BRENHAM MAIN ST HISTORICAL PRESERVATION INC,% CANDACE CARMEAN,324 CALLE LOMA NORTE,SANTA FE,NM,87501-1279,0000,03,3,1000,200303,1,15,000000000,1,01,202412,7,2,02,0,12,7213621.0,13900.0,13900.0,A80,
412156354,NEW MEXICO MASS CHOIR,% ROSALIND JONES,PO BOX 30104,ALBUQUERQUE,NM,87190-0104,0000,03,3,1000,200802,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A6B,
412421623,JUNIPER PERFORMING ARTS FOUNDATION,,200 W ARRINGTON ST,FARMINGTON,NM,87401-6239,0000,03,3,1200,202512,1,16,000000000,1,01,,0,0,02,0,12,,,,A60,
413172576,TINKERTOWN MUSEUM,% TANYA WARD GOODMAN,121 SANDIA CREST RD,SANDIA PARK,NM,87047-2415,0000,03,3,1200,202602,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,
413504883,FIESTA DE TAOS,,PO BOX 3300,TAOS,NM,87571-3300,0000,03,3,1200,202601,1,16,000000000,1,01,,0,0,02,0,12,,,,A23,
413531042,SALAD BOWL AMERICA CULTURAL FOUNDATION,% BRYNT JOHNSON,300 MENAUL BLVD NW STE A PMB 440,ALBUQUERQUE,NM,87107-1347,0000,03,3,2300,202601,1,15,000000000,1,01,,0,0,02,0,12,,,,A23,
413651002,WALKING IN BEAUTY INCORPORATED,,831 NAVAJO LN SE,RIO RANCHO,NM,87124-3012,0000,03,3,1200,202603,1,15,000000000,1,01,,0,0,02,0,12,,,,A23,
413971353,WEST END PRODUCTIONS OF NEW MEXICO,% COLLEEN MCCLURE,203 MARIQUITA RD,CORRALES,NM,87048-8238,0000,03,3,1200,202604,1,15,000000000,1,01,,0,0,01,0,12,,,,A65,
414211688,CRAFTAHOLICS,% ABBY GREEN,208 W YANKIE ST,SILVER CITY,NM,88061-5357,0000,03,3,1200,202603,1,15,000000000,1,01,,0,0,02,0,12,,,,A24,
414464310,ALBUQUERQUE BIENAL,,2412 MILES RD SE,ALBUQUERQUE,NM,87106-3224,0000,03,3,2000,202603,1,16,000000000,1,01,,0,0,02,0,12,,,,A20,
414646068,FIESTA DE TAOS FOUNDATION,% KATHLEEN Y BRANCHAL GARCIA,2 POPLAR RD,TAOS,NM,87571-9410,0000,03,3,1200,202603,1,16,000000000,1,01,,0,0,02,0,06,,,,A82,
414910130,EAST MOUNTAIN OASIS,,PO BOX 455,MOUNTAINAIR,NM,87036-0455,0000,03,3,2000,202604,1,16,000000000,1,01,,0,0,02,0,12,,,,A50,
415164493,POPUPSHOW,,PO BOX 1884,BELEN,NM,87002-1884,0000,03,3,1000,202604,1,16,000000000,1,01,,0,0,02,0,12,,,,A68,
421028888,THE CATALYST CLUB INC,% ART BAR,3905 SIMMS AVE SE,ALBUQUERQUE,NM,87108-4337,0000,07,3,1000,201307,2,00,000000000,1,01,,0,0,00,0,06,,,,A12,
421694104,PECOS VALLEY JAZZ AND ARTS FESTIVAL,,400 W 3RD ST,ROSWELL,NM,88201-4627,0000,03,3,1000,200709,1,15,000000000,1,01,202412,3,4,01,0,12,68826.0,100222.0,100222.0,A68,
450533589,WOODSON FOUNDATION,% JOAN W WATTS,2000 OLD PECOS TRL,SANTA FE,NM,87505-4707,0000,03,3,1000,200403,1,04,000000000,2,01,202412,1,1,00,1,12,6759.0,3.0,,A40,
450541478,PUEBLO DE ABIQUIU LIBRARY AND CULTURAL CENTER,% SABRA MOORE,PO BOX 838,ABIQUIU,NM,87510-0838,0000,03,3,1000,200709,1,15,000000000,1,01,202412,4,3,01,0,12,196036.0,64640.0,64640.0,A23,
450553498,NEW MEXICO PRESENTERS ALLIANCE,% NEAL COPPERMAN,97 POLVADERA RD,POLVADERA,NM,87828-1004,0000,03,3,1000,201004,1,16,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A20,NMPA
450935775,MUSEUM OF THE AMERICAN MILITARY FAMILY AND LEARNING CENTER,% CIRCE WOESSNER,PO BOX 5651,ALBUQUERQUE,NM,87185-5651,0000,03,3,2000,201202,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A50,
451587275,NEW HORIZONS SYMPHONY AT NEW MEXICO STATE UNIVERSITY,% HEATHER D PFEIFFER,PO BOX 773,LAS CRUCES,NM,88004-0773,0000,03,3,1000,201106,1,16,000000000,1,01,202406,0,0,02,0,06,0.0,0.0,0.0,A69,
452454772,REVERENCE FOUNDATION INC,% ZANA BRISKI,37 PINE POINT TRL,SILVER CITY,NM,88061-9212,0000,03,3,1200,201109,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A50,
